id,name_ja,name_en,local_name,ingredient_family,base_ingredients,form,shape,processing,cooking_method,fermented,texture,region,country_area,served_with,staple_level,search_keywords,similar_foods,notes,source_url,confidence,review_status,production_volume_note,price_level,cultivation_ease,satiety_level,calories_kcal_per_100g,calorie_basis,deliciousness_level,sweetness_level,taste_profile,storage_duration,storage_method,popularity_level,metrics_source_url,metrics_confidence,metrics_note
182,クリスプブレッド,Crispbread,Knäckebröd,grain,rye,crispbread,薄い板状,製粉/焼く/乾燥,焼く,false,ぱりぱり,Europe,Scandinavia,"チーズ, 魚",common_bread,"ライ麦,薄い,北欧",ライ麦パン,保存性の高い薄焼きパン,https://en.wikipedia.org/wiki/Crispbread,0.55,needs_review,temperate_cereal; see FAOSTAT,medium,medium,high,260,prepared bread average,subjective_medium,low,"mild, toasty",long_shelf_stable,store dry and airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
183,ダンパー,Damper,Damper,grain,wheat,bread,塊,練る,焼く,false,密度あり,Oceania,Australia,"バター, シロップ",historical_or_common,"小麦,パン,オーストラリア",ソーダブレッド,豪州の簡易パン,https://en.wikipedia.org/wiki/Damper,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
184,コーンブレッド,Cornbread,Cornbread,grain,maize,bread,塊/スライス,製粉/生地化,焼く,false,ほろほろ/甘み,North America,United States,"肉料理, 豆",common_side,"とうもろこし,パン,米国",ポレンタ,トウモロコシ粉のパン,https://en.wikipedia.org/wiki/Cornbread,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,high,110,cooked maize product,subjective_medium,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
185,ビスケット,American biscuits,Biscuits,grain,wheat,quick bread,小型パン,重曹/バター,焼く,false,さっくり/柔らかい,North America,United States,"グレイビー, バター",common_side,"小麦,パン,米国",スコーン,米国式クイックブレッド,https://en.wikipedia.org/wiki/American_biscuits,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
186,パンケーキ,Pancakes,Pancakes,grain,wheat,pancake,丸い薄焼き,生地化,焼く,false,ふわふわ/甘い,North America/Global,Global,"シロップ, 果物",common_breakfast,"小麦,薄焼き,朝食",クレープ,小麦生地を焼く朝食,https://en.wikipedia.org/wiki/Pancakes,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,230,prepared flatbread average,subjective_medium_high,low,"mild, toasty",long,dry flour/grain airtight,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
187,ワッフル,Waffles,Waffles,grain,wheat,waffle,格子状,生地化,焼く,false,外はさくっと/甘い,Europe/North America,Global,"シロップ, 果物",common_breakfast,"小麦,焼く,格子",パンケーキ,型で焼く生地料理,https://en.wikipedia.org/wiki/Waffles,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,260,bread/cooked average,subjective_medium_high,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
188,ベーグル,Bagel,Bagel,grain,wheat,bread ring,輪形,発酵/茹でる,茹でる/焼く,true,もちっと/密度あり,North America/Jewish diaspora,Global,"クリームチーズ, 魚",common_bread,"小麦,茹でる,パン",パン,茹でてから焼く輪形パン,https://en.wikipedia.org/wiki/Bagel,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium_high,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
189,フライブレッド,Frybread,Frybread,grain,wheat,fried bread,平たい揚げパン,練る,揚げる,false,油分/もちっと,North America,Indigenous North America,"豆, 肉, 甘味",historical_or_common,"小麦,揚げパン,北米",プーリー,揚げた小麦生地,https://en.wikipedia.org/wiki/Frybread,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,mild,short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
190,ワイルドライス,Wild rice dish,Manoomin,grain,wild rice,grain dish,粒状,乾燥/炊く,炊く,false,香ばしい/粒状,North America,Great Lakes,"肉, 魚, 野菜",regional_staple,"ワイルドライス,北米",ご飯,北米先住民の重要な穀物料理,https://en.wikipedia.org/wiki/Wild_rice_dish,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
191,ベイクドポテト,Baked potato,Baked potato,tuber,potato,whole tuber,塊,洗浄,焼く,false,ほくほく,Europe/North America,Global,"バター, チーズ",common_meal,"じゃがいも,焼く",マッシュポテト,丸ごと焼いたじゃがいも,https://en.wikipedia.org/wiki/Baked_potato,0.55,needs_review,very_high_root_crop; see FAOSTAT,low,medium,high,87,boiled tuber,subjective_medium_high,low,"mild, toasty",medium,cool dark ventilated place,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
192,ゴルディータ,Gordita,Gordita,grain,maize,thick corn cake,厚い円形,製粉/練る,焼く/揚げる,false,厚い/具入り,Mesoamerica,Mexico,"肉, チーズ, 豆",common_meal,"とうもろこし,厚焼き,メキシコ",アレパ,厚いトウモロコシ生地料理,https://en.wikipedia.org/wiki/Gordita,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,medium,260,fried prepared food estimate,subjective_medium,low,"mild, toasty",long,dry grain/flour airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
193,ソペ,Sopes,Sopes,grain,maize,corn masa base,厚い円形,練る/縁を作る,焼く/揚げる,false,もちっと/具のせ,Mesoamerica,Mexico,"豆, 肉, 野菜",common_meal,"とうもろこし,メキシコ",ゴルディータ,縁のあるトウモロコシ生地,https://en.wikipedia.org/wiki/Sopes,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,medium,260,fried prepared food estimate,subjective_medium,low,"mild, toasty",long,dry grain/flour airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
194,トラコヨ,Tlacoyo,Tlacoyo,grain_legume,"maize, beans",stuffed masa cake,楕円/具入り,詰める,焼く,false,もちっと,Mesoamerica,Mexico,"豆, チーズ, サルサ",common_meal,"とうもろこし,豆,メキシコ",ププサ,具入りマサ料理,https://en.wikipedia.org/wiki/Tlacoyo,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,high,110,cooked maize product,subjective_medium,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
195,ワラチェ,Huarache,Huarache,grain,maize,large masa cake,楕円,練る/成形,焼く,false,もちっと/大きい,Mesoamerica,Mexico,"豆, 肉, サルサ",common_meal,"とうもろこし,メキシコ",ソペ,サンダル形のマサ料理,https://en.wikipedia.org/wiki/Huarache,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,medium,110,cooked maize product,subjective_medium,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
196,ケサディーヤ,Quesadilla,Quesadilla,grain,maize or wheat,filled tortilla,折りたたみ,包む,焼く,false,柔らかい/具入り,Mesoamerica,Mexico,"チーズ, 肉, 野菜",common_meal,"トルティーヤ,チーズ,メキシコ",タコス,トルティーヤに具を挟む料理,https://en.wikipedia.org/wiki/Quesadilla,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,medium,110,cooked maize product,subjective_medium,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
197,チラキレス,Chilaquiles,Chilaquiles,grain,maize,tortilla chips dish,三角/破片,揚げる/ソース,煮る,false,柔らかい/酸味,Mesoamerica,Mexico,"サルサ, 卵, チーズ",common_breakfast,"トルティーヤ,メキシコ",トスターダ,トルティーヤ片をソースで煮る料理,https://en.wikipedia.org/wiki/Chilaquiles,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,medium,110,cooked maize product,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
198,ポソレ,Pozole,Pozole,grain,maize,hominy stew,粒/スープ,ニシュタマリゼーション,煮る,false,粒状/スープ,Mesoamerica,Mexico,"肉, 野菜",ritual_or_common,"とうもろこし,スープ,メキシコ",アトーレ,ホミニーのスープ,https://en.wikipedia.org/wiki/Pozole,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,medium,110,cooked maize product,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
199,アトーレ,Atole,Atole,grain,maize,thick drink/porridge,飲料/粥,粉化,煮る,false,とろみ/甘い,Mesoamerica,Mexico,"甘味, 朝食",common_breakfast,"とうもろこし,飲む,メキシコ",チャンプラード,トウモロコシ粉の飲む粥,https://en.wikipedia.org/wiki/Atole,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,medium,80,cooked porridge average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
200,ウミータ,Humita,Humita,grain,maize,steamed corn parcel,包み,すり潰す/包む,蒸す,false,甘み/柔らかい,South America,Andes,"チーズ, ソース",common_meal,"とうもろこし,包む,アンデス",タマレス,南米のトウモロコシ包み蒸し,https://en.wikipedia.org/wiki/Humita,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,medium,110,cooked maize product,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
201,モテ,Mote,Mote,grain,maize,hominy grain,粒,ニシュタマリゼーション,煮る,false,粒状,South America,Andes,"肉, スープ",regional_staple,"とうもろこし,粒,アンデス",ポソレ,処理したトウモロコシ粒,https://en.wikipedia.org/wiki/Mote,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,medium,110,cooked maize product,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
202,ロクロ,Locro,Locro,grain_tuber,"maize, potato, beans",stew,煮込み,煮る,煮る,false,濃厚/粒状,South America,Andes,"肉, 野菜",common_meal,"とうもろこし,じゃがいも,アンデス",ポソレ,アンデスの濃い煮込み,https://en.wikipedia.org/wiki/Locro,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,high,110,cooked maize product,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
